# stage1_adjudications registry: token_reporters_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/token_reporters_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T01:16:56+00:00
# source_sha256: 0b1e46d6c12b253ff2a18f6b7236e0ed5be3b41ff66d921ce8a36f50bcda0fd6
# rows_written: 431
case_id,target_year,state,oris,verdict,downstream_action,believable_months,repair_value_hint,confidence,needs_review,detail
c-NB0370000-gosper,2024,NE,NB0370000,token_reporting_flag,treat_missing_repair,1,9,high,0,Only 1 month believable and a zero cannot annualize; treat missing and estimate from pre-collapse history with the peer expectation ~9 as a check. EST2024=0 not defensible.
c-NH0091400-middleton,2024,NH,NH0091400,token_reporting_flag,partial_year_uplift,5,7,high,0,5 believable months; month-ratio repair 3x12/5=7.2 (~7). EST2024=3 not defensible.
c-PA0071700-north-woodbury,2024,PA,PA0071700,genuine_low_crime,accept_observed,,,medium,0,"Keep 1; EST2024=1 defensible, no partial-year uplift or replacement."
c-WI0651200-geneva-town,2024,WI,WI0651200,token_reporting_flag,flag_review,,,medium,0,"2024 = 5 (robbery 1, agg assault 1, burglary 2, larceny 1) for a township of 5,448 - 91.2/100k, the 8th percentile of its peer band. Baseline average 15.4 with larceny 10.8; 2024 larceny is 1. The series 23/21/11(11mo)/16/9/8/5 is a long grind down, and the composition arm could not score it because the baseline is under the size threshold - so the case turns on level. EST2024 = 5 observed is NOT defensible. Repair: own pre-decline history is the better basis (2018-2021 median ~16); the peer-rate check (1096.9/100k x 5,448 = 59.8) is far above and reflects a band dominated by lakefront/tourist municipalities. Target ~16, and 2022 (9) and 2023 (8) should be reviewed in the same pass rather than used as the fill baseline. Also check the alternative mechanism before imputing: if Walworth County SO has absorbed part of Geneva Town's call load, the township's crime is real but booked under the county ORI - in which case the fix is coverage/footprint, not a fill, and imputing on top would double-count."
c-ME0060600-monmouth,2024,ME,ME0060600,genuine_low_crime,accept_observed,,,medium,0,Keep 5; EST2024=5 defensible.
c-MN0210200-osakis,2024,MN,MN0210200,genuine_low_crime,accept_observed,,,medium,0,Keep 3; EST2024=3 defensible.
c-MN0400100-le-center,2024,MN,MN0400100,token_reporting_flag,treat_missing_repair,,12,medium,0,Set missing; do not merely annualize 3 from four SRS months to 9 since stream omission is possible; repair from the 2021-23 median ~12. EST2024=3 not defensible.
c-MS0610600-florence,2024,MS,MS0610600,token_reporting_flag,treat_missing_repair,11,5.45,high,0,Treat as an 11-month partial NIBRS year (greatest measured coverage); annualize the complete NIBRS vector from 5 to ~5.45 rather than accepting the SPUB 12-month default. EST2024=5 not defensible as complete.
c-OK0700600-goodwell,2024,OK,OK0700600,token_reporting_flag,partial_year_uplift,,,high,0,"Four-month partial; annualize by 12/4 to a total of 6, all MVT. EST2024=2 not a defensible repair."
c-KY0500100-horse-cave,2024,KY,KY0500100,token_reporting_flag,partial_year_uplift,3,3,medium,0,"~3 believable months; mechanical estimate 4x12/3=16, bounded against recent credible history. EST2024=4 not defensible as a complete year."
c-NY0124200-colchester-town,2024,NY,NY0124200,token_reporting_flag,partial_year_uplift,6,2,high,0,"6 believable months; annualize by 12/6 to 6 offences (~2 rapes, 4 larcenies). EST2024=3 not defensible; the annualized 6 is."
c-PA0402200-sugar-notch,2024,PA,PA0402200,token_reporting_flag,partial_year_uplift,1,5,high,0,"Packet sub-verdict: token_report_treat_as_partial. Believable months = 1 (SRS record). CIUS 1 at '12mo' is the identical single-larceny vector as SRS 1 at 1mo — one month of data promoted to a year. Correct handling: months_reported=1, and then do NOT publish the mechanical annualisation. 1 x 12 = 12 implies 1,202 per 100k, which is 2.4x the peer band median (503.4) — a single larceny in a single month cannot support that, and this agency's annualised history is wildly unstable for exactly that reason (2019 = 2 on 7mo -> 3.4; 2020 = 5 on 3mo -> 20; 2022 = 2 on 1mo -> 24). The defensible route is to treat 2024 as effectively unreported (one month is not a usable base) and fill from a blend of own history and peers, landing ~5-11: the peer-implied level for FBIpop 998 is ~5/yr, the 2018 CIUS print of 11 sits on a 9-month record so corrects to ~14.7, and the median of the agency's annualised real submissions is ~12. I would publish toward the lower-middle of that range, ~6-10, and mark it as a fill rather than observed. EST2024 = 1 observed is not defensible."
c-PA0404000-harveys-lake,2024,PA,PA0404000,token_reporting_flag,partial_year_uplift,3,12,high,0,"Packet sub-verdict: token_report_treat_as_partial. Believable months = 3 (SRS record). CIUS 3 at '12mo' is the identical vector 0/0/0/1/1/1/0 as SRS 3 at 3mo. Correct handling: months_reported=3, annualise 3 x 12/3 = 12. This is the best-supported repair in the batch: 12 lands almost exactly on this agency's own recent annualised level — 2019 = 13 at a genuine 12 SRS months, 2020 = 9 on 8mo -> 13.5, 2022 = 9 on 9mo -> 12 — and the 2024 window's composition is spread across three different streams (1 agg assault, 1 burglary, 1 larceny) rather than concentrated, which is what a short-but-honest window looks like. So ~12-13 for 2024, with unusually high confidence for a partial-year repair. ALSO FLAG 2023: CIUS 2 at '12mo' sits on a 5-month SRS record and is the same artifact; because that mislabelled row is what drags the screen's '2021-2023 baseline median' down to 2, the screen then reports 2024 as 150% of baseline and makes the collapse look resolved. Two contaminated rows in a row are hiding a two-year reporting decline. EST2024 = 3 observed is not defensible."
c-PA0420800-smethport,2024,PA,PA0420800,token_reporting_flag,treat_missing_repair,12,10,high,0,"Packet sub-verdict: structural_zero_treat_as_missing. BLANK-AS-ZERO: CIUS prints 0 for 2024 at an assumed 12 months over a ZERO-month submission record. Nothing was measured and uplift cannot rescue a zero, so drop the 2024 agency-year as a non-report and carry the Smethport borough polygon as MISSING, not 0. Unlike the other zero cases in this batch, the fill target here is well determined, because Smethport has a genuine full year: 2019 is SRS at 12 reported months with 12 Part-I offences (784 per 100k, essentially at the peer band median of 702.6), and 2018's 10 offences on a 10-month record annualises to 12 as well. So ~10-12 Part-I/yr is this borough's established level and that is what 2024 should be filled at. The own-history fill is also permissible under the current rule requiring a real report within 2 years: 2023 carries a real 1-month submission with 1 offence. Flag 2023 too — CIUS 1 at '12mo' on a 1-month record is the same mislabelling artifact, and it is what pulls the screen's 2021-2023 baseline median down to 1, making the 2024 zero look like a continuation rather than a break. EST2024 = 0 observed is NOT defensible: it publishes a hard zero on an exclusive weight-"
c-IL0240000-edwards,2024,IL,IL0240000,genuine_low_crime,accept_observed,0,,medium,0,"Keep 2024 as observed at 3. There is no legitimate repair available: the own-history route has exactly one 12-month year to work from (2023 = 13, itself driven by 5 rapes), and the peer route would fabricate 14.5 for an agency with no established level of its own. Separately, and outside this ruling: the 2018-2021 rows (SRS 0 on 0 reported months) are non-reports currently sitting in the panel as zeros - those years, not 2024, are the real defect on this ORI."
c-MO1050500-kimberling-city,2024,MO,MO1050500,misread_missing,treat_missing_repair,,,high,0,"Carry 2024 as MISSING and fillable, but the fill must not anchor on 2023 (7) or 2022 (0) - both come from the same degraded feed. The last credible 12-month year is 2021 (13, 12-month NIBRS); 2018-19 (53, 41) predate the NIBRS transition. If the own-history route can only reach 2022-23, this ORI needs the peer route or a hand-set anchor near 13 rather than 7. Do not uplift 9 months (3 x 12/9 = 4). 2022 should also be reclassified as missing rather than a published zero."
c-KY1170200-providence,2024,KY,KY1170200,genuine_low_crime,accept_observed,,,medium,0,Keep 5; EST2024=5 defensible.
c-TX2011100-tatum,2024,TX,TX2011100,token_reporting_flag,partial_year_uplift,4,9,high,0,"Sub-verdict: token_report_treat_as_partial. Believable months = 4. EST2024 = 2 observed is NOT defensible. Repair: do not simply annualise — 2 x 12/4 = 6 still sits below the agency's own last fully-covered years. Anchor on the three years where the NIBRS lane carried 12 months and the Return-A record was still substantial: 2020 (13), 2021 (10), 2022 (9), median 10. Fill ~9-13. SPILLOVER, and this is the more important finding: 2022 (9 on 5 Return-A months) and 2023 (3 on 4 Return-A months) are published as complete high-tier CIUS years with the same defect. The whole 2022-2024 tail needs restamping from the Return-A months, not just 2024 — otherwise 2023 becomes the neighbour that makes 2024 look like a continuation."
c-IL0620100-henry,2024,IL,IL0620100,token_reporting_flag,treat_missing_repair,,,medium,0,"Treat 2024 as incomplete coverage, not a complete 12-month year; believable coverage is roughly 6 months. LADDER CHECK (explicitly asked): all three 2024 lanes carry the identical vector 0/2/0/0/1/1/0 totalling 4 — CIUS 4/12mo, NIB 4/12mo, SRS 4/6mo — so nothing larger and equally complete was discarded. The 12-month label is not an observation: the selected CIUS row has no months column and is assigned months=12 by pipeline assumption (artifact 2), and CIUS is the Return-A master frozen at publication, so it is the same submission counted twice, not corroboration. The only lane carrying a real months field says 6 of 12. RECOMMENDED 2024 VALUE: coverage-adjusting gives 4 x 12/6 = 8; own full years 2022 and 2023 give 13 and 10. A defensible repair sits at roughly 8-11 and should be a PER-OFFENSE own-history fill, not a flat scalar uplift — a scalar x2 preserves 1 larceny against a baseline of 12.3, which is the specific stream that is missing. Own-history fill is permitted here: 2022 and 2023 are both real reports inside the 2-year recency window. Current EST2024 (reported 4 -> estimated 4, all 7 offenses passed through as observed) is not a defensible repair."
c-MN0200600-west-concord,2024,MN,MN0200600,genuine_low_crime,accept_observed,,,medium,0,Keep 1; EST2024=1 defensible.
c-MN0400300-montgomery,2024,MN,MN0400300,token_reporting_flag,treat_missing_repair,,3,high,0,Set missing; use the 2021-23 baseline ~3 rather than accepting 1 or scaling the seven-month value to ~1.7. EST2024=1 not a defensible repair.
c-NH0071000-bradford,2024,NH,NH0071000,token_reporting_flag,partial_year_uplift,4,,high,0,4 believable months; direct repair 2x12/4=6. EST2024=2 not defensible.
c-OK0760200-waynoka,2024,OK,OK0760200,token_reporting_flag,partial_year_uplift,,,high,0,Five-month partial; annualize the rape count 1x12/5=2.4 before the pipeline's rounding policy. EST2024=1 not defensible as a complete-year repair.
c-PA0024500-turtle-creek,2024,PA,PA0024500,token_reporting_flag,partial_year_uplift,11,3.27,medium,0,Eleven months evidenced so the CIUS 12-month designation is false; minimum treat 3 as an 11-month partial (~3.27) and flag for categorical-underreporting review. EST2024=3 not defensible as complete.
c-TX1072200-log-cabin,2024,TX,TX1072200,token_reporting_flag,partial_year_uplift,1,,high,0,"Token report, treat as PARTIAL: 1 believable month, not 12. Annualising gives 1 x 12 = 12, against a baseline-year average of 10.5. Recommended 2024 value: about 10-12 (own full-coverage median 10.5 from 14, 11, 7, 10), on the baseline composition (rape 0.2, robbery 0.2, agg assault 1.8, burglary 3.2, larceny 3.5, MVT 1.5). EST2024=1 [observed] is not defensible. SECOND YEAR AFFECTED: 2022 is the identical defect one year earlier — 2 offences on 2 received SRS months, with CIUS printing 2 at an assumed 12 months — which annualises to 12 as well. That matters twice over, because the screen's own '2021-2023 baseline median of 7' is itself CONTAMINATED by the 2022 artifact; excluding 2022 the median of 7 and 10 is 8.5, and the fix must cover 2022 and 2024 together. This ORI is the strongest quantitative evidence in the batch for the months_reported incommensurability described in c-TX1030000-hartley, and it also shows the CIUS compounding path: the 2024 lane selected is cius_publication_annual under publication_lane_standing, so the frozen Return-A master promoted a 1-month submission to tier 'hi', weight 1.0 and an assumed 12 months, outranking the SRS row that actually recorded the "
